video,frame_number,pts_us,qr_timestamp_us,offset_us,offset_ms
cam2_rec8.mkv,210671,3510446000,1768261311074000,-1768257800628000,-1768257800628.0
cam2_rec8.mkv,212292,3537454000,1768261338081000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,212832,3546454000,1768261347072000,-1768257800618000,-1768257800618.0
cam2_rec8.mkv,213372,3555451000,1768261356083000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,213913,3564463000,1768261365092000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,215533,3591523000,1768261392138000,-1768257800615000,-1768257800615.0
cam2_rec8.mkv,216073,3600519000,1768261401134000,-1768257800615000,-1768257800615.0
cam2_rec8.mkv,216613,3609519000,1768261410150000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,217154,3618531000,1768261419153000,-1768257800622000,-1768257800622.0
cam2_rec8.mkv,218774,3645524000,1768261446139000,-1768257800615000,-1768257800615.0
cam2_rec8.mkv,219314,3654520000,1768261455149000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,219855,3663536000,1768261464157000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,220395,3672532000,1768261473158000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,222015,3699525000,1768261500149000,-1768257800624000,-1768257800624.0
cam2_rec8.mkv,222555,3708521000,1768261509138000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,223096,3717533000,1768261518150000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,223636,3726533000,1768261527155000,-1768257800622000,-1768257800622.0
cam2_rec8.mkv,225256,3753526000,1768261554137000,-1768257800611000,-1768257800611.0
cam2_rec8.mkv,225797,3762538000,1768261563154000,-1768257800616000,-1768257800616.0
cam2_rec8.mkv,226337,3771534000,1768261572168000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,226877,3780534000,1768261581153000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,227417,3789530000,1768261590162000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,228497,3807522000,1768261608136000,-1768257800614000,-1768257800614.0
cam2_rec8.mkv,229038,3816539000,1768261617162000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,229578,3825535000,1768261626159000,-1768257800624000,-1768257800624.0
cam2_rec8.mkv,230118,3834531000,1768261635157000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,232279,3870539000,1768261671161000,-1768257800622000,-1768257800622.0
cam2_rec8.mkv,232819,3879535000,1768261680160000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,233359,3888532000,1768261689152000,-1768257800620000,-1768257800620.0
cam2_rec8.mkv,235520,3924540000,1768261725152000,-1768257800612000,-1768257800612.0
cam2_rec8.mkv,236060,3933536000,1768261734162000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,236600,3942532000,1768261743153000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,238761,3978541000,1768261779152000,-1768257800611000,-1768257800611.0
cam2_rec8.mkv,239301,3987537000,1768261788165000,-1768257800628000,-1768257800628.0
cam2_rec8.mkv,239841,3996533000,1768261797164000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,241462,4023542000,1768261824167000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,242002,4032538000,1768261833166000,-1768257800628000,-1768257800628.0
cam2_rec8.mkv,242542,4041538000,1768261842155000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,243082,4050534000,1768261851159000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,244703,4077543000,1768261878164000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,245243,4086539000,1768261887164000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,245783,4095535000,1768261896165000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,246324,4104551000,1768261905186000,-1768257800635000,-1768257800635.0
cam2_rec8.mkv,246864,4113547000,1768261914169000,-1768257800622000,-1768257800622.0
cam2_rec8.mkv,247404,4122542999,1768261923169000,-1768257800626001,-1768257800626.001
cam2_rec8.mkv,247944,4131542999,1768261932151000,-1768257800608001,-1768257800608.001
cam2_rec8.mkv,248484,4140538999,1768261941149000,-1768257800610001,-1768257800610.001
cam2_rec8.mkv,249024,4149536000,1768261950159000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,249565,4158551999,1768261959186000,-1768257800634001,-1768257800634.001
cam2_rec8.mkv,250105,4167548000,1768261968177000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,251185,4185544000,1768261986165000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,251725,4194540000,1768261995153000,-1768257800613000,-1768257800613.0
cam2_rec8.mkv,252266,4203552000,1768262004183000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,252806,4212553000,1768262013184000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,254967,4248557000,1768262049186000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,255507,4257553000,1768262058182000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,256047,4266553000,1768262067168000,-1768257800615000,-1768257800615.0
cam2_rec8.mkv,256587,4275550000,1768262076186000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,257127,4284546000,1768262085170000,-1768257800624000,-1768257800624.0
cam2_rec8.mkv,258208,4302558000,1768262103173000,-1768257800615000,-1768257800615.0
cam2_rec8.mkv,258748,4311554000,1768262112166000,-1768257800612000,-1768257800612.0
cam2_rec8.mkv,259288,4320550000,1768262121167000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,259828,4329550000,1768262130170000,-1768257800620000,-1768257800620.0
cam2_rec8.mkv,260368,4338547000,1768262139176000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,261449,4356559000,1768262157185000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,261989,4365555000,1768262166185000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,262529,4374551000,1768262175183000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,263069,4383551000,1768262184182000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,264150,4401559000,1768262202184000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,264690,4410560000,1768262211185000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,265230,4419556000,1768262220172000,-1768257800616000,-1768257800616.0
cam2_rec8.mkv,265770,4428552000,1768262229171000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,267931,4464824000,1768262265453000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,268471,4473821000,1768262274444000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,269011,4482821000,1768262283448000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,269552,4491833000,1768262292463000,-1768257800630000,-1768257800630.0
